id,word,lemma,speaker,interaction_id,turn_id,merged,participant_id,setting,start,end,unique_turn_id
27,dreizehnten zwölften,dreizehnter zwölf,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3
28,zwölften aus,zwölf aus,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3
29,aus Alexa,aus Alexa,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3
30,Alexa wie,Alexa wie,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3
31,wie sehen,wie sehen,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3
32,sehen meine,sehen mein,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3
33,meine Termine,mein Termin,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3
34,Termine am,Termin an,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3
35,am dreizehnten,an dreizehnter,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3
36,dreizehnten Dezember,dreizehnter Dezember,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3
37,Dezember aus,Dezember aus,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3
39,Tut mir,Tut mir,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4
40,mir leid,mir leid,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4
41,leid das,leid der,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4
42,das habe,der haben,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4
43,habe ich,haben ich,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4
44,ich nicht,ich nicht,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4
45,nicht verstanden,nicht verstehen,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4
47,Alexa wie,Alexa wie,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5
48,wie sehen,wie sehen,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5
49,sehen meine,sehen mein,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5
50,meine Termine,mein Termin,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5
51,Termine am,Termin an,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5
52,am dreizehnten,an dreizehnter,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5
53,dreizehnten Dezember,dreizehnter Dezember,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5
54,Dezember aus,Dezember aus,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5
56,Am dreizehnten,an dreizehnter,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6
57,dreizehnten Dezember,dreizehnter Dezember,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6
58,Dezember hast,Dezember haben,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6
59,hast du,haben du,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6
60,du keinen,du kein,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6
61,keinen Eintrag,kein Eintrag,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6
63,Alexa bitte,Alexa bitte,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7
64,bitte erstelle,bitte erstellen,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7
65,erstelle mir,erstellen mir,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7
66,mir einen,mir ein,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7
67,einen Eintrag,ein Eintrag,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7
68,Eintrag um,Eintrag um,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7
69,um neun,um neun,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7
70,neun Uhr,neun Uhr,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7
71,Uhr am,Uhr an,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7
72,am dreizehnten,an dreizehnter,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7
73,dreizehnten Dezember,dreizehnter Dezember,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7
75,Klar und,Klar und,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8
76,und wie,und wie,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8
77,wie soll,wie sollen,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8
78,soll der,sollen der,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8
79,der Termin,der Termin,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8
80,Termin heißen,Termin heißen,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8
82,Lerngruppe mit,Lerngruppe mit,S,1,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,9
83,mit Peter,mit Peter,S,1,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,9
85,Alles klar,Alles klar,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
86,klar dein,klar der,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
87,dein Termin,der Termin,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
88,Termin am,Termin an,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
89,am dreizehnten,an dreizehnter,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
90,dreizehnten Dezember,dreizehnter Dezember,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
91,Dezember um,Dezember um,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
92,um neun,um neun,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
93,neun Uhr,neun Uhr,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
94,Uhr namens,Uhr namens,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
95,namens Lerngruppe,namens Lerngruppe,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
96,Lerngruppe mit,Lerngruppe mit,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
97,mit Peter,mit Peter,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
98,Peter ist,Peter sein,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
99,ist eingetragen,sein eintragen,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
101,Hallo wie,Hallo wie,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
102,wie sieht,wie sehen,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
103,sieht mein,sehen mein,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
104,mein Kalender,mein Kalender,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
105,Kalender am,Kalender an,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
106,am zwölften,an zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
107,zwölften zwölften,zwölf zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
108,zwölften aus,zwölf aus,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
110,Die Termine,der Termin,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
111,Termine am,Termin an,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
112,am Montag,an Montag,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
113,Montag den,Montag der,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
114,den zwölften,der zwölf,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
115,zwölften Dezember,zwölf Dezember,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
116,Dezember sehen,Dezember sehen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
117,sehen wie,sehen wie,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
118,wie folgt,wie folgen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
119,folgt aus,folgen aus,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
121,Und wie,und wie,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
122,wie sehen,wie sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
123,sehen meine,sehen mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
124,meine Termine,mein Termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
125,Termine am,Termin an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
126,am dreizehnten,an dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
127,dreizehnten zwölften,dreizehnter zwölf,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
128,zwölften aus,zwölf aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
129,aus Alexa,aus Alexa,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
130,Alexa wie,Alexa wie,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
131,wie sehen,wie sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
132,sehen meine,sehen mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
133,meine Termine,mein Termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
134,Termine am,Termin an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
135,am dreizehnten,an dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
136,dreizehnten Dezember,dreizehnter Dezember,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
137,Dezember aus,Dezember aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
139,Tut mir,Tut mir,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14
140,mir leid,mir leid,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14
141,leid das,leid der,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14
142,das habe,der haben,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14
143,habe ich,haben ich,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14
144,ich nicht,ich nicht,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14
145,nicht verstanden,nicht verstehen,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14
147,Alexa wie,Alexa wie,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
148,wie sehen,wie sehen,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
149,sehen meine,sehen mein,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
150,meine Termine,mein Termin,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
151,Termine am,Termin an,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
152,am dreizehnten,an dreizehnter,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
153,dreizehnten Dezember,dreizehnter Dezember,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
154,Dezember aus,Dezember aus,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
156,Am dreizehnten,an dreizehnter,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16
157,dreizehnten Dezember,dreizehnter Dezember,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16
158,Dezember hast,Dezember haben,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16
159,hast du,haben du,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16
160,du keinen,du kein,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16
161,keinen Eintrag,kein Eintrag,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16
163,Alexa bitte,Alexa bitte,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
164,bitte erstelle,bitte erstelle,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
165,erstelle mir,erstelle mir,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
166,mir einen,mir ein,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
167,einen Eintrag,ein Eintrag,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
168,Eintrag um,Eintrag um,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
169,um neun,um neun,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
170,neun Uhr,neun Uhr,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
171,Uhr am,Uhr an,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
172,am dreizehnten,an dreizehnter,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
173,dreizehnten Dezember,dreizehnter Dezember,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
175,Klar und,Klar und,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18
176,und wie,und wie,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18
177,wie soll,wie sollen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18
178,soll der,sollen der,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18
179,der Termin,der Termin,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18
180,Termin heißen,Termin heißen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18
182,Lerngruppe mit,Lerngruppe mit,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,19
183,mit Peter,mit Peter,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,19
185,Alles klar,Alles klar,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
186,klar dein,klar der,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
187,dein Termin,der Termin,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
188,Termin am,Termin an,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
189,am dreizehnten,an dreizehnter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
190,dreizehnten Dezember,dreizehnter Dezember,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
191,Dezember um,Dezember um,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
192,um neun,um neun,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
193,neun Uhr,neun Uhr,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
194,Uhr namens,Uhr namens,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
195,namens Lerngruppe,namens Lerngruppe,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
196,Lerngruppe mit,Lerngruppe mit,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
197,mit Peter,mit Peter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
198,Peter ist,Peter sein,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
199,ist eingetragen,sein eintragen,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
201,Hallo wie,Hallo wie,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
202,wie sieht,wie sehen,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
203,sieht mein,sehen mein,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
204,mein Kalender,mein Kalender,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
205,Kalender am,Kalender an,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
206,am zwölften,an zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
207,zwölften zwölften,zwölf zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
208,zwölften aus,zwölf aus,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
210,Die Termine,der Termin,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
211,Termine am,Termin an,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
212,am Montag,an Montag,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
213,Montag den,Montag der,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
214,den zwölften,der zwölf,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
215,zwölften Dezember,zwölf Dezember,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
216,Dezember sehen,Dezember sehen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
217,sehen wie,sehen wie,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
218,wie folgt,wie folgen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
219,folgt aus,folgen aus,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
221,Und wie,und wie,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
222,wie sehen,wie sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
223,sehen meine,sehen mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
224,meine Termine,mein Termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
225,Termine am,Termin an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
226,am dreizehnten,an dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
227,dreizehnten zwölften,dreizehnter zwölf,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
228,zwölften aus,zwölf aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
229,aus Alexa,aus Alexa,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
230,Alexa wie,Alexa wie,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
231,wie sehen,wie sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
232,sehen meine,sehen mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
233,meine Termine,mein Termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
234,Termine am,Termin an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
235,am dreizehnten,an dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
236,dreizehnten Dezember,dreizehnter Dezember,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
237,Dezember aus,Dezember aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
239,Tut mir,Tut mir,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24
240,mir leid,mir leid,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24
241,leid das,leid der,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24
242,das habe,der haben,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24
243,habe ich,haben ich,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24
244,ich nicht,ich nicht,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24
245,nicht verstanden,nicht verstehen,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24
247,Alexa wie,Alexa wie,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
248,wie sehen,wie sehen,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
249,sehen meine,sehen mein,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
250,meine Termine,mein Termin,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
251,Termine am,Termin an,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
252,am dreizehnten,an dreizehnter,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
253,dreizehnten Dezember,dreizehnter Dezember,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
254,Dezember aus,Dezember aus,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
256,Am dreizehnten,an dreizehnter,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26
257,dreizehnten Dezember,dreizehnter Dezember,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26
258,Dezember hast,Dezember haben,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26
259,hast du,haben du,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26
260,du keinen,du kein,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26
261,keinen Eintrag,kein Eintrag,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26
263,Alexa bitte,Alexa bitte,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
264,bitte erstelle,bitte erstelle,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
265,erstelle mir,erstelle mir,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
266,mir einen,mir ein,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
267,einen Eintrag,ein Eintrag,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
268,Eintrag um,Eintrag um,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
269,um neun,um neun,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
270,neun Uhr,neun Uhr,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
271,Uhr am,Uhr an,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
272,am dreizehnten,an dreizehnter,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
273,dreizehnten Dezember,dreizehnter Dezember,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
275,Klar und,Klar und,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28
276,und wie,und wie,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28
277,wie soll,wie sollen,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28
278,soll der,sollen der,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28
279,der Termin,der Termin,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28
280,Termin heißen,Termin heißen,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28
282,Lerngruppe mit,Lerngruppe mit,S,3,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,29
283,mit Peter,mit Peter,S,3,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,29
285,Alles klar,Alles klar,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
286,klar dein,klar der,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
287,dein Termin,der Termin,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
288,Termin am,Termin an,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
289,am dreizehnten,an dreizehnter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
290,dreizehnten Dezember,dreizehnter Dezember,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
291,Dezember um,Dezember um,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
292,um neun,um neun,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
293,neun Uhr,neun Uhr,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
294,Uhr namens,Uhr namens,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
295,namens Lerngruppe,namens Lerngruppe,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
296,Lerngruppe mit,Lerngruppe mit,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
297,mit Peter,mit Peter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
298,Peter ist,Peter sein,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
299,ist eingetragen,sein eintragen,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
301,Hallo wie,Hallo wie,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31
302,wie sieht,wie sehen,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31
303,sieht mein,sehen mein,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31
304,mein Kalender,mein Kalender,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31
