id,word,lemma,speaker,interaction_id,turn_id,merged,participant_id,setting,start,end,unique_turn_id
70,neun Uhr am,neun Uhr an,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7
71,Uhr am dreizehnten,Uhr an dreizehnter,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7
72,am dreizehnten Dezember,an dreizehnter Dezember,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7
75,Klar und wie,Klar und wie,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8
76,und wie soll,und wie sollen,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8
77,wie soll der,wie sollen der,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8
78,soll der Termin,sollen der Termin,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8
79,der Termin heißen,der Termin heißen,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8
82,Lerngruppe mit Peter,Lerngruppe mit Peter,S,1,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,9
85,Alles klar dein,Alles klar der,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
86,klar dein Termin,klar der Termin,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
87,dein Termin am,der Termin an,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
88,Termin am dreizehnten,Termin an dreizehnter,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
89,am dreizehnten Dezember,an dreizehnter Dezember,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
90,dreizehnten Dezember um,dreizehnter Dezember um,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
91,Dezember um neun,Dezember um neun,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
92,um neun Uhr,um neun Uhr,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
93,neun Uhr namens,neun Uhr namens,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
94,Uhr namens Lerngruppe,Uhr namens Lerngruppe,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
95,namens Lerngruppe mit,namens Lerngruppe mit,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
96,Lerngruppe mit Peter,Lerngruppe mit Peter,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
97,mit Peter ist,mit Peter sein,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
98,Peter ist eingetragen,Peter sein eintragen,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10
101,Hallo wie sieht,Hallo wie sehen,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
102,wie sieht mein,wie sehen mein,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
103,sieht mein Kalender,sehen mein Kalender,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
104,mein Kalender am,mein Kalender an,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
105,Kalender am zwölften,Kalender an zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
106,am zwölften zwölften,an zwölf zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
107,zwölften zwölften aus,zwölf zwölf aus,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11
110,Die Termine am,der Termin an,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
111,Termine am Montag,Termin an Montag,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
112,am Montag den,an Montag der,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
113,Montag den zwölften,Montag der zwölf,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
114,den zwölften Dezember,der zwölf Dezember,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
115,zwölften Dezember sehen,zwölf Dezember sehen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
116,Dezember sehen wie,Dezember sehen wie,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
117,sehen wie folgt,sehen wie folgen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
118,wie folgt aus,wie folgen aus,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12
121,Und wie sehen,und wie sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
122,wie sehen meine,wie sehen mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
123,sehen meine Termine,sehen mein Termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
124,meine Termine am,mein Termin an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
125,Termine am dreizehnten,Termin an dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
126,am dreizehnten zwölften,an dreizehnter zwölf,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
127,dreizehnten zwölften aus,dreizehnter zwölf aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
128,zwölften aus Alexa,zwölf aus Alexa,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
129,aus Alexa wie,aus Alexa wie,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
130,Alexa wie sehen,Alexa wie sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
131,wie sehen meine,wie sehen mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
132,sehen meine Termine,sehen mein Termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
133,meine Termine am,mein Termin an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
134,Termine am dreizehnten,Termin an dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
135,am dreizehnten Dezember,an dreizehnter Dezember,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
136,dreizehnten Dezember aus,dreizehnter Dezember aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13
139,Tut mir leid,Tut mir leid,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14
140,mir leid das,mir leid der,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14
141,leid das habe,leid der haben,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14
142,das habe ich,der haben ich,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14
143,habe ich nicht,haben ich nicht,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14
144,ich nicht verstanden,ich nicht verstehen,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14
147,Alexa wie sehen,Alexa wie sehen,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
148,wie sehen meine,wie sehen mein,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
149,sehen meine Termine,sehen mein Termin,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
150,meine Termine am,mein Termin an,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
151,Termine am dreizehnten,Termin an dreizehnter,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
152,am dreizehnten Dezember,an dreizehnter Dezember,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
153,dreizehnten Dezember aus,dreizehnter Dezember aus,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15
156,Am dreizehnten Dezember,an dreizehnter Dezember,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16
157,dreizehnten Dezember hast,dreizehnter Dezember haben,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16
158,Dezember hast du,Dezember haben du,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16
159,hast du keinen,haben du kein,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16
160,du keinen Eintrag,du kein Eintrag,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16
163,Alexa bitte erstelle,Alexa bitte erstelle,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
164,bitte erstelle mir,bitte erstelle mir,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
165,erstelle mir einen,erstelle mir ein,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
166,mir einen Eintrag,mir ein Eintrag,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
167,einen Eintrag um,ein Eintrag um,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
168,Eintrag um neun,Eintrag um neun,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
169,um neun Uhr,um neun Uhr,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
170,neun Uhr am,neun Uhr an,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
171,Uhr am dreizehnten,Uhr an dreizehnter,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
172,am dreizehnten Dezember,an dreizehnter Dezember,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17
175,Klar und wie,Klar und wie,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18
176,und wie soll,und wie sollen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18
177,wie soll der,wie sollen der,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18
178,soll der Termin,sollen der Termin,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18
179,der Termin heißen,der Termin heißen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18
182,Lerngruppe mit Peter,Lerngruppe mit Peter,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,19
185,Alles klar dein,Alles klar der,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
186,klar dein Termin,klar der Termin,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
187,dein Termin am,der Termin an,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
188,Termin am dreizehnten,Termin an dreizehnter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
189,am dreizehnten Dezember,an dreizehnter Dezember,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
190,dreizehnten Dezember um,dreizehnter Dezember um,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
191,Dezember um neun,Dezember um neun,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
192,um neun Uhr,um neun Uhr,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
193,neun Uhr namens,neun Uhr namens,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
194,Uhr namens Lerngruppe,Uhr namens Lerngruppe,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
195,namens Lerngruppe mit,namens Lerngruppe mit,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
196,Lerngruppe mit Peter,Lerngruppe mit Peter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
197,mit Peter ist,mit Peter sein,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
198,Peter ist eingetragen,Peter sein eintragen,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20
201,Hallo wie sieht,Hallo wie sehen,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
202,wie sieht mein,wie sehen mein,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
203,sieht mein Kalender,sehen mein Kalender,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
204,mein Kalender am,mein Kalender an,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
205,Kalender am zwölften,Kalender an zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
206,am zwölften zwölften,an zwölf zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
207,zwölften zwölften aus,zwölf zwölf aus,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21
210,Die Termine am,der Termin an,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
211,Termine am Montag,Termin an Montag,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
212,am Montag den,an Montag der,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
213,Montag den zwölften,Montag der zwölf,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
214,den zwölften Dezember,der zwölf Dezember,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
215,zwölften Dezember sehen,zwölf Dezember sehen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
216,Dezember sehen wie,Dezember sehen wie,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
217,sehen wie folgt,sehen wie folgen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
218,wie folgt aus,wie folgen aus,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22
221,Und wie sehen,und wie sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
222,wie sehen meine,wie sehen mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
223,sehen meine Termine,sehen mein Termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
224,meine Termine am,mein Termin an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
225,Termine am dreizehnten,Termin an dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
226,am dreizehnten zwölften,an dreizehnter zwölf,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
227,dreizehnten zwölften aus,dreizehnter zwölf aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
228,zwölften aus Alexa,zwölf aus Alexa,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
229,aus Alexa wie,aus Alexa wie,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
230,Alexa wie sehen,Alexa wie sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
231,wie sehen meine,wie sehen mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
232,sehen meine Termine,sehen mein Termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
233,meine Termine am,mein Termin an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
234,Termine am dreizehnten,Termin an dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
235,am dreizehnten Dezember,an dreizehnter Dezember,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
236,dreizehnten Dezember aus,dreizehnter Dezember aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23
239,Tut mir leid,Tut mir leid,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24
240,mir leid das,mir leid der,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24
241,leid das habe,leid der haben,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24
242,das habe ich,der haben ich,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24
243,habe ich nicht,haben ich nicht,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24
244,ich nicht verstanden,ich nicht verstehen,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24
247,Alexa wie sehen,Alexa wie sehen,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
248,wie sehen meine,wie sehen mein,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
249,sehen meine Termine,sehen mein Termin,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
250,meine Termine am,mein Termin an,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
251,Termine am dreizehnten,Termin an dreizehnter,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
252,am dreizehnten Dezember,an dreizehnter Dezember,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
253,dreizehnten Dezember aus,dreizehnter Dezember aus,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25
256,Am dreizehnten Dezember,an dreizehnter Dezember,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26
257,dreizehnten Dezember hast,dreizehnter Dezember haben,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26
258,Dezember hast du,Dezember haben du,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26
259,hast du keinen,haben du kein,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26
260,du keinen Eintrag,du kein Eintrag,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26
263,Alexa bitte erstelle,Alexa bitte erstelle,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
264,bitte erstelle mir,bitte erstelle mir,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
265,erstelle mir einen,erstelle mir ein,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
266,mir einen Eintrag,mir ein Eintrag,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
267,einen Eintrag um,ein Eintrag um,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
268,Eintrag um neun,Eintrag um neun,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
269,um neun Uhr,um neun Uhr,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
270,neun Uhr am,neun Uhr an,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
271,Uhr am dreizehnten,Uhr an dreizehnter,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
272,am dreizehnten Dezember,an dreizehnter Dezember,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27
275,Klar und wie,Klar und wie,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28
276,und wie soll,und wie sollen,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28
277,wie soll der,wie sollen der,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28
278,soll der Termin,sollen der Termin,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28
279,der Termin heißen,der Termin heißen,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28
282,Lerngruppe mit Peter,Lerngruppe mit Peter,S,3,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,29
285,Alles klar dein,Alles klar der,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
286,klar dein Termin,klar der Termin,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
287,dein Termin am,der Termin an,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
288,Termin am dreizehnten,Termin an dreizehnter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
289,am dreizehnten Dezember,an dreizehnter Dezember,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
290,dreizehnten Dezember um,dreizehnter Dezember um,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
291,Dezember um neun,Dezember um neun,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
292,um neun Uhr,um neun Uhr,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
293,neun Uhr namens,neun Uhr namens,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
294,Uhr namens Lerngruppe,Uhr namens Lerngruppe,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
295,namens Lerngruppe mit,namens Lerngruppe mit,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
296,Lerngruppe mit Peter,Lerngruppe mit Peter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
297,mit Peter ist,mit Peter sein,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
298,Peter ist eingetragen,Peter sein eintragen,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30
301,Hallo wie sieht,Hallo wie sehen,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31
302,wie sieht mein,wie sehen mein,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31
303,sieht mein Kalender,sehen mein Kalender,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31
304,mein Kalender am,mein Kalender an,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31
305,Kalender am zwölften,Kalender an zwölf,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31
306,am zwölften zwölften,an zwölf zwölf,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31
307,zwölften zwölften aus,zwölf zwölf aus,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31
