id,word,lemma,speaker,interaction_id,turn_id,merged,participant_id,setting,start,end
56,Am,an,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849
57,dreizehnten,dreizehnter,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849
58,Dezember,Dezember,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849
59,hast,haben,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849
60,du,du,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849
61,keinen,kein,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849
62,Eintrag,Eintrag,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849
63,Alexa,Alexa,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
64,bitte,bitte,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
65,erstelle,erstellen,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
66,mir,mir,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
67,einen,ein,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
68,Eintrag,Eintrag,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
69,um,um,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
70,neun,neun,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
71,Uhr,Uhr,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
72,am,an,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
73,dreizehnten,dreizehnter,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
74,Dezember,Dezember,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
75,Klar,Klar,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443
76,und,und,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443
77,wie,wie,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443
78,soll,sollen,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443
79,der,der,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443
80,Termin,Termin,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443
81,heißen,heißen,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443
82,Lerngruppe,Lerngruppe,S,1,9,no,Dummy_participant_1,Calendar,83.232353,85.123232
83,mit,mit,S,1,9,no,Dummy_participant_1,Calendar,83.232353,85.123232
84,Peter,Peter,S,1,9,no,Dummy_participant_1,Calendar,83.232353,85.123232
85,Alles,Alles,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
86,klar,klar,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
87,dein,der,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
88,Termin,Termin,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
89,am,an,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
90,dreizehnten,dreizehnter,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
91,Dezember,Dezember,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
92,um,um,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
93,neun,neun,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
94,Uhr,Uhr,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
95,namens,namens,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
96,Lerngruppe,Lerngruppe,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
97,mit,mit,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
98,Peter,Peter,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
99,ist,sein,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
100,eingetragen,eintragen,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
101,Hallo,Hallo,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324
102,wie,wie,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324
103,sieht,sehen,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324
104,mein,mein,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324
105,Kalender,Kalender,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324
106,am,an,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324
107,zwölften,zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324
108,zwölften,zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324
109,aus,aus,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324
110,Die,der,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745
111,Termine,Termin,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745
112,am,an,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745
113,Montag,Montag,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745
114,den,der,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745
115,zwölften,zwölf,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745
116,Dezember,Dezember,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745
117,sehen,sehen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745
118,wie,wie,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745
119,folgt,folgen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745
120,aus,aus,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745
121,Und,und,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
122,wie,wie,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
123,sehen,sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
124,meine,mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
125,Termine,Termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
126,am,an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
127,dreizehnten,dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
128,zwölften,zwölf,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
129,aus,aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
130,Alexa,Alexa,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
131,wie,wie,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
132,sehen,sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
133,meine,mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
134,Termine,Termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
135,am,an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
136,dreizehnten,dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
137,Dezember,Dezember,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
138,aus,aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438
139,Tut,Tut,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473
140,mir,mir,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473
141,leid,leid,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473
142,das,der,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473
143,habe,haben,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473
144,ich,ich,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473
145,nicht,nicht,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473
146,verstanden,verstehen,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473
147,Alexa,Alexa,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434
148,wie,wie,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434
149,sehen,sehen,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434
150,meine,mein,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434
151,Termine,Termin,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434
152,am,an,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434
153,dreizehnten,dreizehnter,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434
154,Dezember,Dezember,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434
155,aus,aus,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434
156,Am,an,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849
157,dreizehnten,dreizehnter,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849
158,Dezember,Dezember,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849
159,hast,haben,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849
160,du,du,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849
161,keinen,kein,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849
162,Eintrag,Eintrag,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849
163,Alexa,Alexa,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
164,bitte,bitte,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
165,erstelle,erstelle,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
166,mir,mir,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
167,einen,ein,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
168,Eintrag,Eintrag,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
169,um,um,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
170,neun,neun,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
171,Uhr,Uhr,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
172,am,an,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
173,dreizehnten,dreizehnter,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
174,Dezember,Dezember,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833
175,Klar,Klar,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443
176,und,und,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443
177,wie,wie,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443
178,soll,sollen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443
179,der,der,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443
180,Termin,Termin,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443
181,heißen,heißen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443
182,Lerngruppe,Lerngruppe,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232
183,mit,mit,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232
184,Peter,Peter,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232
185,Alles,Alles,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
186,klar,klar,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
187,dein,der,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
188,Termin,Termin,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
189,am,an,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
190,dreizehnten,dreizehnter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
191,Dezember,Dezember,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
192,um,um,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
193,neun,neun,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
194,Uhr,Uhr,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
195,namens,namens,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
196,Lerngruppe,Lerngruppe,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
197,mit,mit,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
198,Peter,Peter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
199,ist,sein,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
200,eingetragen,eintragen,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834
201,Hallo,Hallo,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
202,wie,wie,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
203,sieht,sehen,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
204,mein,mein,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
205,Kalender,Kalender,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
206,am,an,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
207,zwölften,zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
208,zwölften,zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
209,aus,aus,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
210,Die,der,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
211,Termine,Termin,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
212,am,an,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
213,Montag,Montag,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
214,den,der,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
215,zwölften,zwölf,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
216,Dezember,Dezember,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
217,sehen,sehen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
218,wie,wie,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
219,folgt,folgen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
220,aus,aus,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
221,Und,und,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
222,wie,wie,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
223,sehen,sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
224,meine,mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
225,Termine,Termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
226,am,an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
227,dreizehnten,dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
228,zwölften,zwölf,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
229,aus,aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
230,Alexa,Alexa,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
231,wie,wie,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
232,sehen,sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
233,meine,mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
234,Termine,Termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
235,am,an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
236,dreizehnten,dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
237,Dezember,Dezember,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
238,aus,aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
239,Tut,Tut,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
240,mir,mir,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
241,leid,leid,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
242,das,der,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
243,habe,haben,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
244,ich,ich,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
245,nicht,nicht,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
246,verstanden,verstehen,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
247,Alexa,Alexa,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
248,wie,wie,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
249,sehen,sehen,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
250,meine,mein,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
251,Termine,Termin,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
252,am,an,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
253,dreizehnten,dreizehnter,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
254,Dezember,Dezember,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
255,aus,aus,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
256,Am,an,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849
257,dreizehnten,dreizehnter,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849
258,Dezember,Dezember,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849
259,hast,haben,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849
260,du,du,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849
261,keinen,kein,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849
262,Eintrag,Eintrag,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849
263,Alexa,Alexa,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
264,bitte,bitte,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
265,erstelle,erstelle,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
266,mir,mir,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
267,einen,ein,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
268,Eintrag,Eintrag,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
269,um,um,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
270,neun,neun,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
271,Uhr,Uhr,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
272,am,an,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
273,dreizehnten,dreizehnter,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
274,Dezember,Dezember,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
275,Klar,Klar,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443
276,und,und,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443
277,wie,wie,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443
278,soll,sollen,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443
279,der,der,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443
280,Termin,Termin,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443
281,heißen,heißen,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443
282,Lerngruppe,Lerngruppe,S,3,9,no,Dummy_participant_1,Quiz,83.232353,85.123232
283,mit,mit,S,3,9,no,Dummy_participant_1,Quiz,83.232353,85.123232
284,Peter,Peter,S,3,9,no,Dummy_participant_1,Quiz,83.232353,85.123232
285,Alles,Alles,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
286,klar,klar,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
287,dein,der,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
288,Termin,Termin,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
289,am,an,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
290,dreizehnten,dreizehnter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
291,Dezember,Dezember,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
292,um,um,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
293,neun,neun,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
294,Uhr,Uhr,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
295,namens,namens,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
296,Lerngruppe,Lerngruppe,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
297,mit,mit,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
298,Peter,Peter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
299,ist,sein,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
300,eingetragen,eintragen,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
301,Hallo,Hallo,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
302,wie,wie,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
303,sieht,sehen,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
304,mein,mein,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
305,Kalender,Kalender,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
306,am,an,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
307,zwölften,zwölf,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
308,zwölften,zwölf,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
309,aus,aus,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324
310,Die,der,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
311,Termine,Termin,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
312,am,an,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
313,Montag,Montag,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
314,den,der,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
315,zwölften,zwölf,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
316,Dezember,Dezember,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
317,sehen,sehen,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
318,wie,wie,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
319,folgt,folgen,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
320,aus,aus,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745
321,Und,und,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
322,wie,wie,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
323,sehen,sehen,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
