word,lemma,speaker,interaction_id,turn_id,merged,participant_id,setting,start,end,unique_turn_id,persistence_lemma
sehen meine,sehen mein,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
meine Termine,mein Termin,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
Termine am,Termin an,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,PER_SPP: Termin an
am dreizehnten,an dreizehnter,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
dreizehnten zwölften,dreizehnter zwölf,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
zwölften aus,zwölf aus,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
aus Alexa,aus Alexa,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
Alexa wie,Alexa wie,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
wie sehen,wie sehen,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
sehen meine,sehen mein,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
meine Termine,mein Termin,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
Termine am,Termin an,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,PER_SPP: Termin an
am dreizehnten,an dreizehnter,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
dreizehnten Dezember,dreizehnter Dezember,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
Dezember aus,Dezember aus,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
Tut mir,Tut mir,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4,
mir leid,mir leid,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4,
leid das,leid der,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4,
das habe,der haben,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4,
habe ich,haben ich,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4,
ich nicht,ich nicht,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4,
nicht verstanden,nicht verstehen,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4,
Alexa wie,Alexa wie,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5,
wie sehen,wie sehen,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5,
sehen meine,sehen mein,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5,
meine Termine,mein Termin,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5,
Termine am,Termin an,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5,PER_SPP: Termin an
am dreizehnten,an dreizehnter,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5,
dreizehnten Dezember,dreizehnter Dezember,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5,
Dezember aus,Dezember aus,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5,
Am dreizehnten,an dreizehnter,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6,
dreizehnten Dezember,dreizehnter Dezember,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6,
Dezember hast,Dezember haben,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6,
hast du,haben du,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6,
du keinen,du kein,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6,
keinen Eintrag,kein Eintrag,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6,
Alexa bitte,Alexa bitte,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
bitte erstelle,bitte erstellen,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
erstelle mir,erstellen mir,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
mir einen,mir ein,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
einen Eintrag,ein Eintrag,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
Eintrag um,Eintrag um,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
um neun,um neun,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
neun Uhr,neun Uhr,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
Uhr am,Uhr an,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
am dreizehnten,an dreizehnter,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
dreizehnten Dezember,dreizehnter Dezember,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
Klar und,Klar und,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8,
und wie,und wie,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8,
wie soll,wie sollen,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8,
soll der,sollen der,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8,
der Termin,der Termin,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8,
Termin heißen,Termin heißen,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8,
Lerngruppe mit,Lerngruppe mit,S,1,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,9,
mit Peter,mit Peter,S,1,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,9,
Alles klar,Alles klar,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
klar dein,klar der,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
dein Termin,der Termin,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Termin am,Termin an,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
am dreizehnten,an dreizehnter,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
dreizehnten Dezember,dreizehnter Dezember,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Dezember um,Dezember um,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
um neun,um neun,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
neun Uhr,neun Uhr,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Uhr namens,Uhr namens,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
namens Lerngruppe,namens Lerngruppe,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Lerngruppe mit,Lerngruppe mit,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
mit Peter,mit Peter,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Peter ist,Peter sein,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
ist eingetragen,sein eintragen,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Hallo wie,Hallo wie,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
wie sieht,wie sehen,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
sieht mein,sehen mein,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
mein Kalender,mein Kalender,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
Kalender am,Kalender an,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
am zwölften,an zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
zwölften zwölften,zwölf zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
zwölften aus,zwölf aus,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
Die Termine,der Termin,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
Termine am,Termin an,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,PER_FPP: Termin an
am Montag,an Montag,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
Montag den,Montag der,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
den zwölften,der zwölf,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
zwölften Dezember,zwölf Dezember,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
Dezember sehen,Dezember sehen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
sehen wie,sehen wie,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
wie folgt,wie folgen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
folgt aus,folgen aus,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
Und wie,und wie,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
wie sehen,wie sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
sehen meine,sehen mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
meine Termine,mein Termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
Termine am,Termin an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,PER_SPP: Termin an
am dreizehnten,an dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
dreizehnten zwölften,dreizehnter zwölf,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
zwölften aus,zwölf aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
aus Alexa,aus Alexa,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
Alexa wie,Alexa wie,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
wie sehen,wie sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
sehen meine,sehen mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
meine Termine,mein Termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
Termine am,Termin an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,PER_SPP: Termin an
am dreizehnten,an dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
dreizehnten Dezember,dreizehnter Dezember,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
Dezember aus,Dezember aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
Tut mir,Tut mir,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
mir leid,mir leid,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
leid das,leid der,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
das habe,der haben,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
habe ich,haben ich,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
ich nicht,ich nicht,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
nicht verstanden,nicht verstehen,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
Alexa wie,Alexa wie,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
wie sehen,wie sehen,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
sehen meine,sehen mein,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
meine Termine,mein Termin,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
Termine am,Termin an,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,PER_SPP: Termin an
am dreizehnten,an dreizehnter,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
dreizehnten Dezember,dreizehnter Dezember,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
Dezember aus,Dezember aus,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
Am dreizehnten,an dreizehnter,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,
dreizehnten Dezember,dreizehnter Dezember,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,
Dezember hast,Dezember haben,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,
hast du,haben du,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,
du keinen,du kein,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,
keinen Eintrag,kein Eintrag,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,
Alexa bitte,Alexa bitte,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
bitte erstelle,bitte erstelle,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
erstelle mir,erstelle mir,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
mir einen,mir ein,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
einen Eintrag,ein Eintrag,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
Eintrag um,Eintrag um,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
um neun,um neun,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
neun Uhr,neun Uhr,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
Uhr am,Uhr an,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
am dreizehnten,an dreizehnter,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
dreizehnten Dezember,dreizehnter Dezember,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
Klar und,Klar und,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
und wie,und wie,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
wie soll,wie sollen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
soll der,sollen der,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
der Termin,der Termin,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
Termin heißen,Termin heißen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
Lerngruppe mit,Lerngruppe mit,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,19,
mit Peter,mit Peter,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,19,
Alles klar,Alles klar,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
klar dein,klar der,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
dein Termin,der Termin,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Termin am,Termin an,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
am dreizehnten,an dreizehnter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
dreizehnten Dezember,dreizehnter Dezember,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Dezember um,Dezember um,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
um neun,um neun,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
neun Uhr,neun Uhr,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Uhr namens,Uhr namens,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
namens Lerngruppe,namens Lerngruppe,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Lerngruppe mit,Lerngruppe mit,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
mit Peter,mit Peter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Peter ist,Peter sein,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
ist eingetragen,sein eintragen,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Hallo wie,Hallo wie,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
wie sieht,wie sehen,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
sieht mein,sehen mein,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
mein Kalender,mein Kalender,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
Kalender am,Kalender an,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
am zwölften,an zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
zwölften zwölften,zwölf zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
zwölften aus,zwölf aus,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
Die Termine,der Termin,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
Termine am,Termin an,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,PER_FPP: Termin an
am Montag,an Montag,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
Montag den,Montag der,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
den zwölften,der zwölf,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
zwölften Dezember,zwölf Dezember,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
Dezember sehen,Dezember sehen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
sehen wie,sehen wie,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
wie folgt,wie folgen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
folgt aus,folgen aus,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
Und wie,und wie,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
wie sehen,wie sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
sehen meine,sehen mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
meine Termine,mein Termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
Termine am,Termin an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,PER_SPP: Termin an
am dreizehnten,an dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
dreizehnten zwölften,dreizehnter zwölf,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
zwölften aus,zwölf aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
aus Alexa,aus Alexa,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
Alexa wie,Alexa wie,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
wie sehen,wie sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
sehen meine,sehen mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
meine Termine,mein Termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
Termine am,Termin an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,PER_SPP: Termin an
am dreizehnten,an dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
dreizehnten Dezember,dreizehnter Dezember,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
Dezember aus,Dezember aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
Tut mir,Tut mir,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
mir leid,mir leid,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
leid das,leid der,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
das habe,der haben,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
habe ich,haben ich,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
ich nicht,ich nicht,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
nicht verstanden,nicht verstehen,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
Alexa wie,Alexa wie,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
wie sehen,wie sehen,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
sehen meine,sehen mein,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
meine Termine,mein Termin,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
Termine am,Termin an,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,PER_SPP: Termin an
am dreizehnten,an dreizehnter,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
dreizehnten Dezember,dreizehnter Dezember,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
Dezember aus,Dezember aus,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
Am dreizehnten,an dreizehnter,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,
dreizehnten Dezember,dreizehnter Dezember,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,
Dezember hast,Dezember haben,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,
hast du,haben du,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,
du keinen,du kein,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,
keinen Eintrag,kein Eintrag,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,
Alexa bitte,Alexa bitte,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
bitte erstelle,bitte erstelle,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
erstelle mir,erstelle mir,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
mir einen,mir ein,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
einen Eintrag,ein Eintrag,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
Eintrag um,Eintrag um,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
um neun,um neun,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
neun Uhr,neun Uhr,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
Uhr am,Uhr an,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
am dreizehnten,an dreizehnter,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
dreizehnten Dezember,dreizehnter Dezember,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
Klar und,Klar und,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
und wie,und wie,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
wie soll,wie sollen,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
soll der,sollen der,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
der Termin,der Termin,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
Termin heißen,Termin heißen,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
Lerngruppe mit,Lerngruppe mit,S,3,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,29,
mit Peter,mit Peter,S,3,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,29,
Alles klar,Alles klar,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
klar dein,klar der,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
dein Termin,der Termin,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Termin am,Termin an,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
am dreizehnten,an dreizehnter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
dreizehnten Dezember,dreizehnter Dezember,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Dezember um,Dezember um,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
um neun,um neun,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
neun Uhr,neun Uhr,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Uhr namens,Uhr namens,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
namens Lerngruppe,namens Lerngruppe,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Lerngruppe mit,Lerngruppe mit,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
mit Peter,mit Peter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Peter ist,Peter sein,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
ist eingetragen,sein eintragen,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Hallo wie,Hallo wie,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31,
wie sieht,wie sehen,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31,
sieht mein,sehen mein,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31,
mein Kalender,mein Kalender,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31,
Kalender am,Kalender an,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31,
am zwölften,an zwölf,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31,
zwölften zwölften,zwölf zwölf,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31,
