word,lemma,speaker,interaction_id,turn_id,merged,participant_id,setting,start,end,unique_turn_id,persistence_lemma
Termin am dreizehnten,Termin an dreizehnter,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,PER_SPP: Termin an dreizehnter
am dreizehnten Dezember,an dreizehnter Dezember,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,PER_SPP: an dreizehnter Dezember
dreizehnten Dezember um,dreizehnter Dezember um,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Dezember um neun,Dezember um neun,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
um neun Uhr,um neun Uhr,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,PER_SPP: um neun Uhr
neun Uhr namens,neun Uhr namens,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Uhr namens Lerngruppe,Uhr namens Lerngruppe,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
namens Lerngruppe mit,namens Lerngruppe mit,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Lerngruppe mit Peter,Lerngruppe mit Peter,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,PER_SPP: Lerngruppe mit Peter
mit Peter ist,mit Peter sein,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Peter ist eingetragen,Peter sein eintragen,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Hallo wie sieht,Hallo wie sehen,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
wie sieht mein,wie sehen mein,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
sieht mein Kalender,sehen mein Kalender,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
mein Kalender am,mein Kalender an,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
Kalender am zwölften,Kalender an zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
am zwölften zwölften,an zwölf zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
zwölften zwölften aus,zwölf zwölf aus,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
Die Termine am,der Termin an,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
Termine am Montag,Termin an Montag,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
am Montag den,an Montag der,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
Montag den zwölften,Montag der zwölf,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
den zwölften Dezember,der zwölf Dezember,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
zwölften Dezember sehen,zwölf Dezember sehen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
Dezember sehen wie,Dezember sehen wie,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
sehen wie folgt,sehen wie folgen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
wie folgt aus,wie folgen aus,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
Und wie sehen,und wie sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
wie sehen meine,wie sehen mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
sehen meine Termine,sehen mein Termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
meine Termine am,mein Termin an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
Termine am dreizehnten,Termin an dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,PER_FPP: Termin an dreizehnter
am dreizehnten zwölften,an dreizehnter zwölf,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
dreizehnten zwölften aus,dreizehnter zwölf aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
zwölften aus Alexa,zwölf aus Alexa,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
aus Alexa wie,aus Alexa wie,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
Alexa wie sehen,Alexa wie sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
wie sehen meine,wie sehen mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
sehen meine Termine,sehen mein Termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
meine Termine am,mein Termin an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
Termine am dreizehnten,Termin an dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,PER_FPP: Termin an dreizehnter
am dreizehnten Dezember,an dreizehnter Dezember,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,PER_FPP: an dreizehnter Dezember
dreizehnten Dezember aus,dreizehnter Dezember aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
Tut mir leid,Tut mir leid,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
mir leid das,mir leid der,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
leid das habe,leid der haben,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
das habe ich,der haben ich,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
habe ich nicht,haben ich nicht,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
ich nicht verstanden,ich nicht verstehen,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
Alexa wie sehen,Alexa wie sehen,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
wie sehen meine,wie sehen mein,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
sehen meine Termine,sehen mein Termin,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
meine Termine am,mein Termin an,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
Termine am dreizehnten,Termin an dreizehnter,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,PER_FPP: Termin an dreizehnter
am dreizehnten Dezember,an dreizehnter Dezember,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,PER_FPP: an dreizehnter Dezember
dreizehnten Dezember aus,dreizehnter Dezember aus,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
Am dreizehnten Dezember,an dreizehnter Dezember,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,PER_SPP: an dreizehnter Dezember
dreizehnten Dezember hast,dreizehnter Dezember haben,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,
Dezember hast du,Dezember haben du,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,
hast du keinen,haben du kein,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,
du keinen Eintrag,du kein Eintrag,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,
Alexa bitte erstelle,Alexa bitte erstelle,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
bitte erstelle mir,bitte erstelle mir,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
erstelle mir einen,erstelle mir ein,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
mir einen Eintrag,mir ein Eintrag,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
einen Eintrag um,ein Eintrag um,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
Eintrag um neun,Eintrag um neun,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
um neun Uhr,um neun Uhr,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,PER_FPP: um neun Uhr
neun Uhr am,neun Uhr an,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
Uhr am dreizehnten,Uhr an dreizehnter,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
am dreizehnten Dezember,an dreizehnter Dezember,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,PER_FPP: an dreizehnter Dezember
Klar und wie,Klar und wie,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
und wie soll,und wie sollen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
wie soll der,wie sollen der,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
soll der Termin,sollen der Termin,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
der Termin heißen,der Termin heißen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
Lerngruppe mit Peter,Lerngruppe mit Peter,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,19,PER_FPP: Lerngruppe mit Peter
Alles klar dein,Alles klar der,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
klar dein Termin,klar der Termin,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
dein Termin am,der Termin an,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Termin am dreizehnten,Termin an dreizehnter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,PER_SPP: Termin an dreizehnter
am dreizehnten Dezember,an dreizehnter Dezember,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,PER_SPP: an dreizehnter Dezember
dreizehnten Dezember um,dreizehnter Dezember um,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Dezember um neun,Dezember um neun,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
um neun Uhr,um neun Uhr,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,PER_SPP: um neun Uhr
neun Uhr namens,neun Uhr namens,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Uhr namens Lerngruppe,Uhr namens Lerngruppe,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
namens Lerngruppe mit,namens Lerngruppe mit,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Lerngruppe mit Peter,Lerngruppe mit Peter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,PER_SPP: Lerngruppe mit Peter
mit Peter ist,mit Peter sein,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Peter ist eingetragen,Peter sein eintragen,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Hallo wie sieht,Hallo wie sehen,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
wie sieht mein,wie sehen mein,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
sieht mein Kalender,sehen mein Kalender,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
mein Kalender am,mein Kalender an,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
Kalender am zwölften,Kalender an zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
am zwölften zwölften,an zwölf zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
zwölften zwölften aus,zwölf zwölf aus,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
Die Termine am,der Termin an,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
Termine am Montag,Termin an Montag,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
am Montag den,an Montag der,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
Montag den zwölften,Montag der zwölf,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
den zwölften Dezember,der zwölf Dezember,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
zwölften Dezember sehen,zwölf Dezember sehen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
Dezember sehen wie,Dezember sehen wie,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
sehen wie folgt,sehen wie folgen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
wie folgt aus,wie folgen aus,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
Und wie sehen,und wie sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
wie sehen meine,wie sehen mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
sehen meine Termine,sehen mein Termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
meine Termine am,mein Termin an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
Termine am dreizehnten,Termin an dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,PER_FPP: Termin an dreizehnter
am dreizehnten zwölften,an dreizehnter zwölf,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
dreizehnten zwölften aus,dreizehnter zwölf aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
zwölften aus Alexa,zwölf aus Alexa,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
aus Alexa wie,aus Alexa wie,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
Alexa wie sehen,Alexa wie sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
wie sehen meine,wie sehen mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
sehen meine Termine,sehen mein Termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
meine Termine am,mein Termin an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
Termine am dreizehnten,Termin an dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,PER_FPP: Termin an dreizehnter
am dreizehnten Dezember,an dreizehnter Dezember,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,PER_FPP: an dreizehnter Dezember
dreizehnten Dezember aus,dreizehnter Dezember aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
Tut mir leid,Tut mir leid,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
mir leid das,mir leid der,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
leid das habe,leid der haben,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
das habe ich,der haben ich,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
habe ich nicht,haben ich nicht,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
ich nicht verstanden,ich nicht verstehen,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
Alexa wie sehen,Alexa wie sehen,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
wie sehen meine,wie sehen mein,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
sehen meine Termine,sehen mein Termin,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
meine Termine am,mein Termin an,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
Termine am dreizehnten,Termin an dreizehnter,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,PER_FPP: Termin an dreizehnter
am dreizehnten Dezember,an dreizehnter Dezember,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,PER_FPP: an dreizehnter Dezember
dreizehnten Dezember aus,dreizehnter Dezember aus,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
Am dreizehnten Dezember,an dreizehnter Dezember,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,PER_SPP: an dreizehnter Dezember
dreizehnten Dezember hast,dreizehnter Dezember haben,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,
Dezember hast du,Dezember haben du,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,
hast du keinen,haben du kein,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,
du keinen Eintrag,du kein Eintrag,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,
Alexa bitte erstelle,Alexa bitte erstelle,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
bitte erstelle mir,bitte erstelle mir,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
erstelle mir einen,erstelle mir ein,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
mir einen Eintrag,mir ein Eintrag,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
einen Eintrag um,ein Eintrag um,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
Eintrag um neun,Eintrag um neun,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
um neun Uhr,um neun Uhr,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,PER_FPP: um neun Uhr
neun Uhr am,neun Uhr an,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
Uhr am dreizehnten,Uhr an dreizehnter,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
am dreizehnten Dezember,an dreizehnter Dezember,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,PER_FPP: an dreizehnter Dezember
Klar und wie,Klar und wie,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
und wie soll,und wie sollen,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
wie soll der,wie sollen der,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
soll der Termin,sollen der Termin,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
der Termin heißen,der Termin heißen,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
Lerngruppe mit Peter,Lerngruppe mit Peter,S,3,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,29,PER_FPP: Lerngruppe mit Peter
Alles klar dein,Alles klar der,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
klar dein Termin,klar der Termin,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
dein Termin am,der Termin an,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Termin am dreizehnten,Termin an dreizehnter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,PER_SPP: Termin an dreizehnter
am dreizehnten Dezember,an dreizehnter Dezember,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,PER_SPP: an dreizehnter Dezember
dreizehnten Dezember um,dreizehnter Dezember um,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Dezember um neun,Dezember um neun,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
um neun Uhr,um neun Uhr,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,PER_SPP: um neun Uhr
neun Uhr namens,neun Uhr namens,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Uhr namens Lerngruppe,Uhr namens Lerngruppe,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
namens Lerngruppe mit,namens Lerngruppe mit,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Lerngruppe mit Peter,Lerngruppe mit Peter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,PER_SPP: Lerngruppe mit Peter
mit Peter ist,mit Peter sein,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
