word,lemma,speaker,interaction_id,turn_id,merged,participant_id,setting,start,end,unique_turn_id,persistence_lemma
sehen meine Termine am,sehen mein Termin an,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
meine Termine am dreizehnten,mein Termin an dreizehnter,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
Termine am dreizehnten Dezember,Termin an dreizehnter Dezember,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
am dreizehnten Dezember aus,an dreizehnter Dezember aus,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,3,
Tut mir leid das,Tut mir leid der,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4,
mir leid das habe,mir leid der haben,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4,
leid das habe ich,leid der haben ich,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4,
das habe ich nicht,der haben ich nicht,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4,
habe ich nicht verstanden,haben ich nicht verstehen,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,4,
Alexa wie sehen meine,Alexa wie sehen mein,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5,
wie sehen meine Termine,wie sehen mein Termin,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5,
sehen meine Termine am,sehen mein Termin an,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5,
meine Termine am dreizehnten,mein Termin an dreizehnter,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5,
Termine am dreizehnten Dezember,Termin an dreizehnter Dezember,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5,
am dreizehnten Dezember aus,an dreizehnter Dezember aus,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,5,
Am dreizehnten Dezember hast,an dreizehnter Dezember haben,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6,
dreizehnten Dezember hast du,dreizehnter Dezember haben du,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6,
Dezember hast du keinen,Dezember haben du kein,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6,
hast du keinen Eintrag,haben du kein Eintrag,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,6,
Alexa bitte erstelle mir,Alexa bitte erstellen mir,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
bitte erstelle mir einen,bitte erstellen mir ein,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
erstelle mir einen Eintrag,erstellen mir ein Eintrag,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
mir einen Eintrag um,mir ein Eintrag um,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
einen Eintrag um neun,ein Eintrag um neun,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
Eintrag um neun Uhr,Eintrag um neun Uhr,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
um neun Uhr am,um neun Uhr an,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
neun Uhr am dreizehnten,neun Uhr an dreizehnter,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
Uhr am dreizehnten Dezember,Uhr an dreizehnter Dezember,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,7,
Klar und wie soll,Klar und wie sollen,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8,
und wie soll der,und wie sollen der,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8,
wie soll der Termin,wie sollen der Termin,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8,
soll der Termin heißen,sollen der Termin heißen,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,8,
Alles klar dein Termin,Alles klar der Termin,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
klar dein Termin am,klar der Termin an,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
dein Termin am dreizehnten,der Termin an dreizehnter,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Termin am dreizehnten Dezember,Termin an dreizehnter Dezember,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
am dreizehnten Dezember um,an dreizehnter Dezember um,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
dreizehnten Dezember um neun,dreizehnter Dezember um neun,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Dezember um neun Uhr,Dezember um neun Uhr,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
um neun Uhr namens,um neun Uhr namens,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
neun Uhr namens Lerngruppe,neun Uhr namens Lerngruppe,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Uhr namens Lerngruppe mit,Uhr namens Lerngruppe mit,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
namens Lerngruppe mit Peter,namens Lerngruppe mit Peter,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Lerngruppe mit Peter ist,Lerngruppe mit Peter sein,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
mit Peter ist eingetragen,mit Peter sein eintragen,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,10,
Hallo wie sieht mein,Hallo wie sehen mein,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
wie sieht mein Kalender,wie sehen mein Kalender,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
sieht mein Kalender am,sehen mein Kalender an,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
mein Kalender am zwölften,mein Kalender an zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
Kalender am zwölften zwölften,Kalender an zwölf zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
am zwölften zwölften aus,an zwölf zwölf aus,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,11,
Die Termine am Montag,der Termin an Montag,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
Termine am Montag den,Termin an Montag der,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
am Montag den zwölften,an Montag der zwölf,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
Montag den zwölften Dezember,Montag der zwölf Dezember,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
den zwölften Dezember sehen,der zwölf Dezember sehen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
zwölften Dezember sehen wie,zwölf Dezember sehen wie,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
Dezember sehen wie folgt,Dezember sehen wie folgen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
sehen wie folgt aus,sehen wie folgen aus,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,12,
Und wie sehen meine,und wie sehen mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
wie sehen meine Termine,wie sehen mein Termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
sehen meine Termine am,sehen mein Termin an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
meine Termine am dreizehnten,mein Termin an dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
Termine am dreizehnten zwölften,Termin an dreizehnter zwölf,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
am dreizehnten zwölften aus,an dreizehnter zwölf aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
dreizehnten zwölften aus Alexa,dreizehnter zwölf aus Alexa,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
zwölften aus Alexa wie,zwölf aus Alexa wie,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
aus Alexa wie sehen,aus Alexa wie sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
Alexa wie sehen meine,Alexa wie sehen mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
wie sehen meine Termine,wie sehen mein Termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
sehen meine Termine am,sehen mein Termin an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
meine Termine am dreizehnten,mein Termin an dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
Termine am dreizehnten Dezember,Termin an dreizehnter Dezember,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
am dreizehnten Dezember aus,an dreizehnter Dezember aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,13,
Tut mir leid das,Tut mir leid der,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
mir leid das habe,mir leid der haben,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
leid das habe ich,leid der haben ich,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
das habe ich nicht,der haben ich nicht,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
habe ich nicht verstanden,haben ich nicht verstehen,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,14,
Alexa wie sehen meine,Alexa wie sehen mein,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
wie sehen meine Termine,wie sehen mein Termin,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
sehen meine Termine am,sehen mein Termin an,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
meine Termine am dreizehnten,mein Termin an dreizehnter,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
Termine am dreizehnten Dezember,Termin an dreizehnter Dezember,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
am dreizehnten Dezember aus,an dreizehnter Dezember aus,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,15,
Am dreizehnten Dezember hast,an dreizehnter Dezember haben,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,
dreizehnten Dezember hast du,dreizehnter Dezember haben du,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,
Dezember hast du keinen,Dezember haben du kein,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,
hast du keinen Eintrag,haben du kein Eintrag,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,16,
Alexa bitte erstelle mir,Alexa bitte erstelle mir,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
bitte erstelle mir einen,bitte erstelle mir ein,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
erstelle mir einen Eintrag,erstelle mir ein Eintrag,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
mir einen Eintrag um,mir ein Eintrag um,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
einen Eintrag um neun,ein Eintrag um neun,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
Eintrag um neun Uhr,Eintrag um neun Uhr,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
um neun Uhr am,um neun Uhr an,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
neun Uhr am dreizehnten,neun Uhr an dreizehnter,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
Uhr am dreizehnten Dezember,Uhr an dreizehnter Dezember,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,17,
Klar und wie soll,Klar und wie sollen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
und wie soll der,und wie sollen der,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
wie soll der Termin,wie sollen der Termin,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
soll der Termin heißen,sollen der Termin heißen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,18,
Alles klar dein Termin,Alles klar der Termin,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
klar dein Termin am,klar der Termin an,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
dein Termin am dreizehnten,der Termin an dreizehnter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Termin am dreizehnten Dezember,Termin an dreizehnter Dezember,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
am dreizehnten Dezember um,an dreizehnter Dezember um,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
dreizehnten Dezember um neun,dreizehnter Dezember um neun,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Dezember um neun Uhr,Dezember um neun Uhr,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
um neun Uhr namens,um neun Uhr namens,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
neun Uhr namens Lerngruppe,neun Uhr namens Lerngruppe,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Uhr namens Lerngruppe mit,Uhr namens Lerngruppe mit,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
namens Lerngruppe mit Peter,namens Lerngruppe mit Peter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Lerngruppe mit Peter ist,Lerngruppe mit Peter sein,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
mit Peter ist eingetragen,mit Peter sein eintragen,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,20,
Hallo wie sieht mein,Hallo wie sehen mein,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
wie sieht mein Kalender,wie sehen mein Kalender,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
sieht mein Kalender am,sehen mein Kalender an,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
mein Kalender am zwölften,mein Kalender an zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
Kalender am zwölften zwölften,Kalender an zwölf zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
am zwölften zwölften aus,an zwölf zwölf aus,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,21,
Die Termine am Montag,der Termin an Montag,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
Termine am Montag den,Termin an Montag der,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
am Montag den zwölften,an Montag der zwölf,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
Montag den zwölften Dezember,Montag der zwölf Dezember,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
den zwölften Dezember sehen,der zwölf Dezember sehen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
zwölften Dezember sehen wie,zwölf Dezember sehen wie,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
Dezember sehen wie folgt,Dezember sehen wie folgen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
sehen wie folgt aus,sehen wie folgen aus,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,22,
Und wie sehen meine,und wie sehen mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
wie sehen meine Termine,wie sehen mein Termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
sehen meine Termine am,sehen mein Termin an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
meine Termine am dreizehnten,mein Termin an dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
Termine am dreizehnten zwölften,Termin an dreizehnter zwölf,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
am dreizehnten zwölften aus,an dreizehnter zwölf aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
dreizehnten zwölften aus Alexa,dreizehnter zwölf aus Alexa,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
zwölften aus Alexa wie,zwölf aus Alexa wie,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
aus Alexa wie sehen,aus Alexa wie sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
Alexa wie sehen meine,Alexa wie sehen mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
wie sehen meine Termine,wie sehen mein Termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
sehen meine Termine am,sehen mein Termin an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
meine Termine am dreizehnten,mein Termin an dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
Termine am dreizehnten Dezember,Termin an dreizehnter Dezember,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
am dreizehnten Dezember aus,an dreizehnter Dezember aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,23,
Tut mir leid das,Tut mir leid der,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
mir leid das habe,mir leid der haben,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
leid das habe ich,leid der haben ich,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
das habe ich nicht,der haben ich nicht,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
habe ich nicht verstanden,haben ich nicht verstehen,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,24,
Alexa wie sehen meine,Alexa wie sehen mein,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
wie sehen meine Termine,wie sehen mein Termin,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
sehen meine Termine am,sehen mein Termin an,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
meine Termine am dreizehnten,mein Termin an dreizehnter,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
Termine am dreizehnten Dezember,Termin an dreizehnter Dezember,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
am dreizehnten Dezember aus,an dreizehnter Dezember aus,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,25,
Am dreizehnten Dezember hast,an dreizehnter Dezember haben,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,
dreizehnten Dezember hast du,dreizehnter Dezember haben du,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,
Dezember hast du keinen,Dezember haben du kein,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,
hast du keinen Eintrag,haben du kein Eintrag,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,26,
Alexa bitte erstelle mir,Alexa bitte erstelle mir,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
bitte erstelle mir einen,bitte erstelle mir ein,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
erstelle mir einen Eintrag,erstelle mir ein Eintrag,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
mir einen Eintrag um,mir ein Eintrag um,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
einen Eintrag um neun,ein Eintrag um neun,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
Eintrag um neun Uhr,Eintrag um neun Uhr,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
um neun Uhr am,um neun Uhr an,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
neun Uhr am dreizehnten,neun Uhr an dreizehnter,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
Uhr am dreizehnten Dezember,Uhr an dreizehnter Dezember,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,27,
Klar und wie soll,Klar und wie sollen,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
und wie soll der,und wie sollen der,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
wie soll der Termin,wie sollen der Termin,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
soll der Termin heißen,sollen der Termin heißen,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,28,
Alles klar dein Termin,Alles klar der Termin,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
klar dein Termin am,klar der Termin an,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
dein Termin am dreizehnten,der Termin an dreizehnter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Termin am dreizehnten Dezember,Termin an dreizehnter Dezember,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
am dreizehnten Dezember um,an dreizehnter Dezember um,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
dreizehnten Dezember um neun,dreizehnter Dezember um neun,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Dezember um neun Uhr,Dezember um neun Uhr,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
um neun Uhr namens,um neun Uhr namens,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
neun Uhr namens Lerngruppe,neun Uhr namens Lerngruppe,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Uhr namens Lerngruppe mit,Uhr namens Lerngruppe mit,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
namens Lerngruppe mit Peter,namens Lerngruppe mit Peter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Lerngruppe mit Peter ist,Lerngruppe mit Peter sein,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
mit Peter ist eingetragen,mit Peter sein eintragen,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,30,
Hallo wie sieht mein,Hallo wie sehen mein,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31,
wie sieht mein Kalender,wie sehen mein Kalender,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31,
sieht mein Kalender am,sehen mein Kalender an,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31,
mein Kalender am zwölften,mein Kalender an zwölf,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31,
Kalender am zwölften zwölften,Kalender an zwölf zwölf,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31,
am zwölften zwölften aus,an zwölf zwölf aus,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,31,
Die Termine am Montag,der Termin an Montag,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,32,
Termine am Montag den,Termin an Montag der,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,32,
am Montag den zwölften,an Montag der zwölf,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,32,
Montag den zwölften Dezember,Montag der zwölf Dezember,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,32,
den zwölften Dezember sehen,der zwölf Dezember sehen,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,32,
zwölften Dezember sehen wie,zwölf Dezember sehen wie,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,32,
Dezember sehen wie folgt,Dezember sehen wie folgen,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,32,
sehen wie folgt aus,sehen wie folgen aus,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,32,
Und wie sehen meine,und wie sehen mein,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,33,
wie sehen meine Termine,wie sehen mein Termin,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,33,
sehen meine Termine am,sehen mein Termin an,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,33,
meine Termine am dreizehnten,mein Termin an dreizehnter,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,33,
Termine am dreizehnten zwölften,Termin an dreizehnter zwölf,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,33,
