,word,lemma,speaker,interaction_id,turn_id,merged,participant_id,setting,start,end,persistence_unigrams_lemma,persistence_bigrams_lemma,persistence_trigrams_lemma,persistence_quadrigrams_lemma,alternating_dez_zwoelf
23,meine,mein,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
24,Termine,termin,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,
25,am,an,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,SPP_end_Termin an,,,
26,dreizehnten,dreizehnter,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
27,zwölften,zwölf,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
28,aus,aus,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
29,Alexa,alexa,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
30,wie,wie,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
31,sehen,sehen,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
32,meine,mein,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
33,Termine,termin,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,
34,am,an,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,SPP_end_Termin an,,,
35,dreizehnten,dreizehnter,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
36,Dezember,dezember,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,SPP_Dezember,,,,
37,aus,aus,S,1,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
38,Tut,tut,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,
39,mir,mir,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,FPP_mir,,,,
40,leid,leid,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,
41,das,der,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,
42,habe,haben,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,
43,ich,ich,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,
44,nicht,nicht,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,
45,verstanden,verstehen,A,1,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,
46,Alexa,alexa,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,
47,wie,wie,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,
48,sehen,sehen,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,
49,meine,mein,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,
50,Termine,termin,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,SPP_Termin,SPP_start_Termin an,,,
51,am,an,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,SPP_end_Termin an,,,
52,dreizehnten,dreizehnter,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,
53,Dezember,dezember,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,SPP_Dezember,,,,
54,aus,aus,S,1,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,
55,Am,an,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,
56,dreizehnten,dreizehnter,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,
57,Dezember,dezember,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,FPP_Dezember,,,,
58,hast,haben,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,
59,du,du,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,
60,keinen,kein,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,
61,Eintrag,eintrag,A,1,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,FPP_Eintrag,,,,
62,Alexa,alexa,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
63,bitte,bitte,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
64,erstelle,erstellen,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
65,mir,mir,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,SPP_mir,,,,
66,einen,ein,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
67,Eintrag,eintrag,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,SPP_Eintrag,,,,
68,um,um,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
69,neun,neun,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
70,Uhr,uhr,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
71,am,an,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
72,dreizehnten,dreizehnter,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
73,Dezember,dezember,S,1,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,SPP_Dezember,,,,
74,Klar,klar,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,
75,und,und,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,
76,wie,wie,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,
77,soll,sollen,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,
78,der,der,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,
79,Termin,termin,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,
80,heißen,heißen,A,1,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,
81,Lerngruppe,lerngruppe,S,1,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,,,,,
82,mit,mit,S,1,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,,,,,
83,Peter,peter,S,1,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,,,,,
84,Alles,alles,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
85,klar,klar,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
86,dein,der,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
87,Termin,termin,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
88,am,an,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
89,dreizehnten,dreizehnter,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
90,Dezember,dezember,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
91,um,um,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
92,neun,neun,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
93,Uhr,uhr,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
94,namens,namens,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
95,Lerngruppe,lerngruppe,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
96,mit,mit,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
97,Peter,peter,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
98,ist,sein,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
99,eingetragen,eintragen,A,1,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
100,Hallo,hallo,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,,,,,
101,wie,wie,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,,,,,
102,sieht,sehen,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,,,,,
103,mein,mein,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,,,,,
104,Kalender,kalender,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,,,,,
105,am,an,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,,,,,
106,zwölften,zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,,,,,no
107,zwölften,zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,,,,,
108,aus,aus,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,,,,,
109,Die,der,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,
110,Termine,termin,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,FPP_Termin,FPP_start_Termin an,,,
111,am,an,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,FPP_end_Termin an,,,
112,Montag,montag,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,
113,den,der,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,
114,zwölften,zwölf,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,no
115,Dezember,dezember,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,FPP_Dezember,,,,yes
116,sehen,sehen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,
117,wie,wie,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,
118,folgt,folgen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,
119,aus,aus,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,
120,Und,und,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
121,wie,wie,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
122,sehen,sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
123,meine,mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
124,Termine,termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,
125,am,an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,SPP_end_Termin an,,,
126,dreizehnten,dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
127,zwölften,zwölf,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
128,aus,aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
129,Alexa,alexa,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
130,wie,wie,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
131,sehen,sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
132,meine,mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
133,Termine,termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,
134,am,an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,SPP_end_Termin an,,,
135,dreizehnten,dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
136,Dezember,dezember,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,SPP_Dezember,,,,
137,aus,aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,
138,Tut,tut,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,
139,mir,mir,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,FPP_mir,,,,
140,leid,leid,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,
141,das,der,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,
142,habe,haben,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,
143,ich,ich,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,
144,nicht,nicht,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,
145,verstanden,verstehen,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,
146,Alexa,alexa,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,
147,wie,wie,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,
148,sehen,sehen,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,
149,meine,mein,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,
150,Termine,termin,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,SPP_Termin,SPP_start_Termin an,,,
151,am,an,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,SPP_end_Termin an,,,
152,dreizehnten,dreizehnter,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,
153,Dezember,dezember,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,SPP_Dezember,,,,
154,aus,aus,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,
155,Am,an,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,
156,dreizehnten,dreizehnter,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,
157,Dezember,dezember,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,FPP_Dezember,,,,
158,hast,haben,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,
159,du,du,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,
160,keinen,kein,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,
161,Eintrag,eintrag,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,FPP_Eintrag,,,,
162,Alexa,alexa,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
163,bitte,bitte,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
164,erstelle,erstelle,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
165,mir,mir,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,SPP_mir,,,,
166,einen,ein,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
167,Eintrag,eintrag,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,SPP_Eintrag,,,,
168,um,um,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
169,neun,neun,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
170,Uhr,uhr,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
171,am,an,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
172,dreizehnten,dreizehnter,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,
173,Dezember,dezember,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,SPP_Dezember,,,,
174,Klar,klar,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,
175,und,und,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,
176,wie,wie,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,
177,soll,sollen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,
178,der,der,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,
179,Termin,termin,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,
180,heißen,heißen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,
181,Lerngruppe,lerngruppe,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,,,,,
182,mit,mit,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,,,,,
183,Peter,peter,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,,,,,
184,Alles,alles,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
185,klar,klar,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
186,dein,der,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
187,Termin,termin,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
188,am,an,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
189,dreizehnten,dreizehnter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
190,Dezember,dezember,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
191,um,um,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
192,neun,neun,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
193,Uhr,uhr,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
194,namens,namens,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
195,Lerngruppe,lerngruppe,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
196,mit,mit,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
197,Peter,peter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
198,ist,sein,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
199,eingetragen,eintragen,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,
200,Hallo,hallo,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,
201,wie,wie,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,
202,sieht,sehen,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,
203,mein,mein,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,
204,Kalender,kalender,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,
205,am,an,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,
206,zwölften,zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
207,zwölften,zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,
208,aus,aus,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,
209,Die,der,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,
210,Termine,termin,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,FPP_Termin,FPP_start_Termin an,,,
211,am,an,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,FPP_end_Termin an,,,
212,Montag,montag,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,
213,den,der,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,
214,zwölften,zwölf,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
215,Dezember,dezember,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,FPP_Dezember,,,,yes
216,sehen,sehen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,
217,wie,wie,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,
218,folgt,folgen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,
219,aus,aus,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,
220,Und,und,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,
221,wie,wie,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,
222,sehen,sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,
223,meine,mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,
224,Termine,termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,
225,am,an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,SPP_end_Termin an,,,
226,dreizehnten,dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,
227,zwölften,zwölf,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,
228,aus,aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,
229,Alexa,alexa,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,
230,wie,wie,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,
231,sehen,sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,
232,meine,mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,
233,Termine,termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,
234,am,an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,SPP_end_Termin an,,,
235,dreizehnten,dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,
236,Dezember,dezember,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,SPP_Dezember,,,,
237,aus,aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,
238,Tut,tut,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,
239,mir,mir,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,FPP_mir,,,,
240,leid,leid,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,
241,das,der,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,
242,habe,haben,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,
243,ich,ich,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,
244,nicht,nicht,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,
245,verstanden,verstehen,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,
246,Alexa,alexa,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,
247,wie,wie,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,
248,sehen,sehen,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,
249,meine,mein,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,
250,Termine,termin,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,SPP_Termin,SPP_start_Termin an,,,
251,am,an,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,SPP_end_Termin an,,,
252,dreizehnten,dreizehnter,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,
253,Dezember,dezember,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,SPP_Dezember,,,,
254,aus,aus,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,
255,Am,an,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,
256,dreizehnten,dreizehnter,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,
257,Dezember,dezember,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,FPP_Dezember,,,,
258,hast,haben,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,
259,du,du,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,
260,keinen,kein,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,
261,Eintrag,eintrag,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,FPP_Eintrag,,,,
262,Alexa,alexa,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,
263,bitte,bitte,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,
264,erstelle,erstelle,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,
265,mir,mir,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,SPP_mir,,,,
266,einen,ein,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,
267,Eintrag,eintrag,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,SPP_Eintrag,,,,
268,um,um,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,
269,neun,neun,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,
270,Uhr,uhr,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,
271,am,an,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,
272,dreizehnten,dreizehnter,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,
273,Dezember,dezember,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,SPP_Dezember,,,,
274,Klar,klar,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,
275,und,und,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,
276,wie,wie,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,
