,word,lemma,speaker,interaction_id,turn_id,merged,participant_id,setting,start,end,persistence_unigrams_lemma,persistence_bigrams_lemma,persistence_trigrams_lemma,persistence_quadrigrams_lemma,DEZEMBER
104,Kalender,kalender,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,,,,,no
105,am,an,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,,,,,no
106,zwölften,zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,,,,,no
107,zwölften,zwölf,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,,,,,yes
108,aus,aus,S,2,1,no,Dummy_participant_1,Calendar,0.0,7.3245324,,,,,no
109,Die,der,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,no
110,Termine,termin,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,FPP_Termin,FPP_start_Termin an,,,no
111,am,an,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,FPP_end_Termin an,,,no
112,Montag,montag,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,no
113,den,der,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,no
114,zwölften,zwölf,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,no
115,Dezember,dezember,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,FPP_Dezember,,,,yes
116,sehen,sehen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,no
117,wie,wie,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,no
118,folgt,folgen,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,no
119,aus,aus,A,2,2,no,Dummy_participant_1,Calendar,8.3748653,12.348745,,,,,no
120,Und,und,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,no
121,wie,wie,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,no
122,sehen,sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,no
123,meine,mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,no
124,Termine,termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,no
125,am,an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,SPP_end_Termin an,,,no
126,dreizehnten,dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,no
127,zwölften,zwölf,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,yes
128,aus,aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,no
129,Alexa,alexa,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,no
130,wie,wie,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,no
131,sehen,sehen,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,no
132,meine,mein,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,no
133,Termine,termin,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,no
134,am,an,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,SPP_end_Termin an,,,no
135,dreizehnten,dreizehnter,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,no
136,Dezember,dezember,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,SPP_Dezember,,,,yes
137,aus,aus,S,2,3,yes,Dummy_participant_1,Calendar,15.945894,32.837438,,,,,no
138,Tut,tut,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,no
139,mir,mir,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,FPP_mir,,,,no
140,leid,leid,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,no
141,das,der,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,no
142,habe,haben,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,no
143,ich,ich,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,no
144,nicht,nicht,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,no
145,verstanden,verstehen,A,2,4,no,Dummy_participant_1,Calendar,35.837458,44.283473,,,,,no
146,Alexa,alexa,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,no
147,wie,wie,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,no
148,sehen,sehen,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,no
149,meine,mein,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,no
150,Termine,termin,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,SPP_Termin,SPP_start_Termin an,,,no
151,am,an,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,SPP_end_Termin an,,,no
152,dreizehnten,dreizehnter,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,no
153,Dezember,dezember,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,SPP_Dezember,,,,yes
154,aus,aus,S,2,5,no,Dummy_participant_1,Calendar,46.287383,56.343434,,,,,no
155,Am,an,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,no
156,dreizehnten,dreizehnter,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,no
157,Dezember,dezember,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,FPP_Dezember,,,,yes
158,hast,haben,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,no
159,du,du,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,no
160,keinen,kein,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,,,,,no
161,Eintrag,eintrag,A,2,6,no,Dummy_participant_1,Calendar,57.568956,68.349849,FPP_Eintrag,,,,no
162,Alexa,alexa,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,no
163,bitte,bitte,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,no
164,erstelle,erstelle,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,no
165,mir,mir,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,SPP_mir,,,,no
166,einen,ein,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,no
167,Eintrag,eintrag,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,SPP_Eintrag,,,,no
168,um,um,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,no
169,neun,neun,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,no
170,Uhr,uhr,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,no
171,am,an,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,no
172,dreizehnten,dreizehnter,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,,,,,no
173,Dezember,dezember,S,2,7,no,Dummy_participant_1,Calendar,69.344344,72.239833,SPP_Dezember,,,,yes
174,Klar,klar,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,no
175,und,und,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,no
176,wie,wie,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,no
177,soll,sollen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,no
178,der,der,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,no
179,Termin,termin,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,no
180,heißen,heißen,A,2,8,no,Dummy_participant_1,Calendar,74.454543,82.343443,,,,,no
181,Lerngruppe,lerngruppe,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,,,,,no
182,mit,mit,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,,,,,no
183,Peter,peter,S,2,9,no,Dummy_participant_1,Calendar,83.232353,85.123232,,,,,no
184,Alles,alles,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
185,klar,klar,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
186,dein,der,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
187,Termin,termin,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
188,am,an,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
189,dreizehnten,dreizehnter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
190,Dezember,dezember,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,yes
191,um,um,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
192,neun,neun,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
193,Uhr,uhr,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
194,namens,namens,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
195,Lerngruppe,lerngruppe,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
196,mit,mit,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
197,Peter,peter,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
198,ist,sein,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
199,eingetragen,eintragen,A,2,10,no,Dummy_participant_1,Calendar,87.353452,99.394834,,,,,no
200,Hallo,hallo,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
201,wie,wie,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
202,sieht,sehen,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
203,mein,mein,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
204,Kalender,kalender,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
205,am,an,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
206,zwölften,zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
207,zwölften,zwölf,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,yes
208,aus,aus,S,3,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
209,Die,der,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
210,Termine,termin,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,FPP_Termin,FPP_start_Termin an,,,no
211,am,an,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,FPP_end_Termin an,,,no
212,Montag,montag,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
213,den,der,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
214,zwölften,zwölf,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
215,Dezember,dezember,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,FPP_Dezember,,,,yes
216,sehen,sehen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
217,wie,wie,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
218,folgt,folgen,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
219,aus,aus,A,3,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
220,Und,und,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
221,wie,wie,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
222,sehen,sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
223,meine,mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
224,Termine,termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,no
225,am,an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,SPP_end_Termin an,,,no
226,dreizehnten,dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
227,zwölften,zwölf,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,yes
228,aus,aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
229,Alexa,alexa,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
230,wie,wie,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
231,sehen,sehen,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
232,meine,mein,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
233,Termine,termin,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,no
234,am,an,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,SPP_end_Termin an,,,no
235,dreizehnten,dreizehnter,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
236,Dezember,dezember,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,SPP_Dezember,,,,yes
237,aus,aus,S,3,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
238,Tut,tut,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,no
239,mir,mir,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,FPP_mir,,,,no
240,leid,leid,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,no
241,das,der,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,no
242,habe,haben,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,no
243,ich,ich,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,no
244,nicht,nicht,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,no
245,verstanden,verstehen,A,3,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,no
246,Alexa,alexa,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,no
247,wie,wie,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,no
248,sehen,sehen,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,no
249,meine,mein,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,no
250,Termine,termin,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,SPP_Termin,SPP_start_Termin an,,,no
251,am,an,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,SPP_end_Termin an,,,no
252,dreizehnten,dreizehnter,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,no
253,Dezember,dezember,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,SPP_Dezember,,,,yes
254,aus,aus,S,3,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,no
255,Am,an,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,no
256,dreizehnten,dreizehnter,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,no
257,Dezember,dezember,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,FPP_Dezember,,,,yes
258,hast,haben,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,no
259,du,du,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,no
260,keinen,kein,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,no
261,Eintrag,eintrag,A,3,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,FPP_Eintrag,,,,no
262,Alexa,alexa,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
263,bitte,bitte,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
264,erstelle,erstelle,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
265,mir,mir,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,SPP_mir,,,,no
266,einen,ein,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
267,Eintrag,eintrag,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,SPP_Eintrag,,,,no
268,um,um,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
269,neun,neun,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
270,Uhr,uhr,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
